date,statement
08/22/2017,"August 22, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings for July 17 and July 26, 2017.

The minutes are attached.

For media inquiries, call 202-452-2955."
08/16/2017,"August 16, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on July 25-26, 2017.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at
http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
July 25-26, 2017: HTML | PDF

For media inquiries, call 202-452-2955"
08/10/2017,"August 10, 2017

For release at 3:30 p.m. EDT                     
                
                

Share

On August 10, 2017, the Federal Reserve conducted a floating-rate offering of term deposits through its Term Deposit Facility. The operation offered seven-day term deposits with the rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point.

Following are the results of the operation:





The awarded deposits will settle on August 10, 2017, and will mature on August 17, 2017. The operation effective rate will apply to all awarded deposits.

For media inquiries, call 202-452-2955."
08/03/2017,"August 03, 2017

For release at 10:00 a.m. EDT                     
                
                

Share

The Federal Reserve plans to continue its previously announced periodic testing of the Term Deposit Facility (TDF) with one operation in August. These operations are aimed at ensuring the operational readiness of the TDF and providing eligible institutions with an opportunity to maintain familiarity with term deposit procedures. The TDF test operations are a matter of prudent planning and have no implications for the near-term conduct of monetary policy. The Federal Reserve plans to conduct a similar routine TDF test operation each quarter in 2017. The schedule and terms for future test operations will be announced at later dates.

On August 10, 2017, the Federal Reserve will conduct a floating-rate offering of term deposits with an early withdrawal feature through its TDF. The Federal Reserve will offer seven-day term deposits with a rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point. The maximum tender amount per institution will be $1,000,000,000. The operation window will be open from 10:30 a.m. EDT to 12:30 p.m. EDT, and awarded deposits will settle the same day the operation is executed.

Description of Operation and Tender Parameters

Submission of Tender
Participants must submit tenders by accessing the Term Deposit Facility application (https://www.federalreserve.org/arrow/ARROWWeb/home.do) between the opening time and the closing time on the operation date.

All tenders that are complete and compliant with the operation parameters listed above will be automatically awarded in full.

Early Withdrawal
The penalty for obtaining a return of funds prior to the maturity date includes the forfeiture of all interest on the term deposit plus an additional fee of 0.75000 percent at an annual rate applied to the principal over the entire term of the deposit. Requests for early withdrawal must be made between 10:00 a.m. EDT and 12:00 p.m. EDT.

See the TDF Resource Center for additional details regarding this feature and the terms and conditions for early withdrawal (www.frbservices.org/centralbank/term_deposit_facility.html).

Notification
Participants will be able to view their awards by accessing the Term Deposit Facility application.

Summary operation results will be published on the Board of Governors' website (http://www.federalreserve.gov/monetarypolicy/tdf.htm) at approximately 3:30 p.m. EDT on the notification date.

The operation will be conducted as specified in this announcement, Regulation D, and the terms and conditions of the Term Deposit Facility (http://www.frbservices.org/centralbank/term_deposit_facility.html).

Additional information, including the steps that institutions must complete to be eligible to participate in term deposit operations are available at http://www.frbservices.org/centralbank/term_deposit_facility.html.

For media inquiries, call 202-452-2955."
07/26/2017,"July 26, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

Information received since the Federal Open Market Committee met in June indicates that the labor market has continued to strengthen and that economic activity has been rising moderately so far this year. Job gains have been solid, on average, since the beginning of the year, and the unemployment rate has declined. Household spending and business fixed investment have continued to expand. On a 12-month basis, overall inflation and the measure excluding food and energy prices have declined and are running below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee continues to expect that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace, and labor market conditions will strengthen somewhat further. Inflation on a 12-month basis is expected to remain somewhat below 2 percent in the near term but to stabilize around the Committee's 2 percent objective over the medium term. Near-term risks to the economic outlook appear roughly balanced, but the Committee is monitoring inflation developments closely.

In view of realized and expected labor market conditions and inflation, the Committee decided to maintain the target range for the federal funds rate at 1 to 1-1/4 percent. The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a sustained return to 2 percent inflation.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Committee will carefully monitor actual and expected inflation developments relative to its symmetric inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data.

For the time being, the Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction. The Committee expects to begin implementing its balance sheet normalization program relatively soon, provided that the economy evolves broadly as anticipated; this program is described in the June 2017 Addendum to the Committee's Policy Normalization Principles and Plans.

Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; Charles L. Evans; Stanley Fischer; Patrick Harker; Robert S. Kaplan; Neel Kashkari; and Jerome H. Powell.

Implementation Note issued July 26, 2017"
07/11/2017,"July 11, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from June 5 and June 14, 2017.

The minutes are attached.

For media inquiries, call 202-452-2955."
07/05/2017,"July 05, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on June 13-14, 2017. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Boardâs Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Boardâs website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
June 13-14, 2017: HTML | PDF

For media inquiries, call 202-452-2955"
06/29/2017,"June 29, 2017

For release at 4:45 p.m. EDT                     
                
                

Share

The Federal Reserve Board will publish the July 2017 Monetary Policy Report to the Congress at 11 a.m. EDT on July 7, in order to allow members of Congress and the public time to review the report in advance of Chair Yellen's scheduled testimony on July 12. Chair Yellen's opening statement will be released at 8:30 a.m. EDT on July 12.

For media inquiries, call 202-452-2955."
06/15/2017,"June 15, 2017

For release at 2:30 p.m. EDT                     
                
                

Share

The Federal Reserve Board has approved actions on Thursday by the Boards of Directors of the Federal Reserve Banks of New York, St. Louis, and Minneapolis, increasing the discount rate (the primary credit rate) at the Banks from 1-1/2 percent to 1-3/4 percent, effective immediately."
06/14/2017,"June 14, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

Information received since the Federal Open Market Committee met in May indicates that the labor market has continued to strengthen and that economic activity has been rising moderately so far this year. Job gains have moderated but have been solid, on average, since the beginning of the year, and the unemployment rate has declined. Household spending has picked up in recent months, and business fixed investment has continued to expand. On a 12-month basis, inflation has declined recently and, like the measure excluding food and energy prices, is running somewhat below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee continues to expect that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace, and labor market conditions will strengthen somewhat further. Inflation on a 12-month basis is expected to remain somewhat below 2 percent in the near term but to stabilize around the Committee's 2 percent objective over the medium term. Near-term risks to the economic outlook appear roughly balanced, but the Committee is monitoring inflation developments closely.

In view of realized and expected labor market conditions and inflation, the Committee decided to raise the target range for the federal funds rate to 1 to 1-1/4 percent. The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a sustained return to 2 percent inflation.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Committee will carefully monitor actual and expected inflation developments relative to its symmetric inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data.

The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction. The Committee currently expects to begin implementing a balance sheet normalization program this year, provided that the economy evolves broadly as anticipated. This program, which would gradually reduce the Federal Reserve's securities holdings by decreasing reinvestment of principal payments from those securities, is described in the accompanying addendum to the Committee's Policy Normalization Principles and Plans.

Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; Charles L. Evans; Stanley Fischer; Patrick Harker; Robert S. Kaplan; and Jerome H. Powell. Voting against the action was Neel Kashkari, who preferred at this meeting to maintain the existing target range for the federal funds rate.

Implementation Note issued June 14, 2017"
05/30/2017,"May 30, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from March 27 through May 3, 2017.

The minutes are attached.

For media inquiries, call 202-452-2955."
05/24/2017,"May 24, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on May 2-3, 2017.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at
http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
May 2-3, 2017: HTML | PDF

For media inquiries, call 202-452-2955"
05/18/2017,"May 18, 2017

For release at 3:30 p.m. EDT                     
                
                

Share

On May 18, 2017, the Federal Reserve conducted a floating-rate offering of term deposits through its Term Deposit Facility. The operation offered seven-day term deposits with the rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point.

Following are the results of the operation:

The awarded deposits will settle on May 18, 2017, and will mature on May 25, 2017. The operation effective rate will apply to all awarded deposits.

For media inquiries, call 202-452-2955."
05/11/2017,"May 11, 2017

For release at 10:00 a.m. EDT                     
                
                

Share

The Federal Reserve plans to continue its previously announced periodic testing of the Term Deposit Facility (TDF) with one operation in May. These operations are aimed at ensuring the operational readiness of the TDF and providing eligible institutions with an opportunity to maintain familiarity with term deposit procedures. The TDF test operations are a matter of prudent planning and have no implications for the near-term conduct of monetary policy. The Federal Reserve plans to conduct a similar routine TDF test operation each quarter in 2017. The schedule and terms for future test operations will be announced at later dates.

On May 18, 2017, the Federal Reserve will conduct a floating-rate offering of term deposits with an early withdrawal feature through its TDF. The Federal Reserve will offer seven-day term deposits with a rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point. The maximum tender amount per institution will be $1,000,000,000. The operation window will be open from 10:30 a.m. EDT to 12:30 p.m. EDT, and awarded deposits will settle the same day the operation is executed.

Description of Operation and Tender Parameters

Submission of Tender
Participants must submit tenders by accessing the Term Deposit Facility application (https://www.federalreserve.org/arrow/ARROWWeb/home.do) between the opening time and the closing time on the operation date.

All tenders that are complete and compliant with the operation parameters listed above will be automatically awarded in full.

Early Withdrawal
The penalty for obtaining a return of funds prior to the maturity date includes the forfeiture of all interest on the term deposit plus an additional fee of 0.75000 percent at an annual rate applied to the principal over the entire term of the deposit. Requests for early withdrawal must be made between 10:00 a.m. EDT and 12:00 p.m. EDT.

See the TDF Resource Center for additional details regarding this feature and the terms and conditions for early withdrawal (www.frbservices.org/centralbank/term_deposit_facility.html).

Notification
Participants will be able to view their awards by accessing the Term Deposit Facility application.

Summary operation results will be published on the Board of Governors' website (http://www.federalreserve.gov/monetarypolicy/tdf.htm) at approximately 3:30 p.m. EDT on the notification date.

The operation will be conducted as specified in this announcement, Regulation D, and the terms and conditions of the Term Deposit Facility (http://www.frbservices.org/centralbank/term_deposit_facility.html).

Additional information, including the steps that institutions must complete to be eligible to participate in term deposit operations are available at http://www.frbservices.org/centralbank/term_deposit_facility.html.

For media inquiries, call 202-452-2955."
05/03/2017,"May 03, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

Information received since the Federal Open Market Committee met in March indicates that the labor market has continued to strengthen even as growth in economic activity slowed. Job gains were solid, on average, in recent months, and the unemployment rate declined. Household spending rose only modestly, but the fundamentals underpinning the continued growth of consumption remained solid. Business fixed investment firmed. Inflation measured on a 12-month basis recently has been running close to the Committee's 2 percent longer-run objective. Excluding energy and food, consumer prices declined in March and inflation continued to run somewhat below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee views the slowing in growth during the first quarter as likely to be transitory and continues to expect that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace, labor market conditions will strengthen somewhat further, and inflation will stabilize around 2 percent over the medium term. Near-term risks to the economic outlook appear roughly balanced. The Committee continues to closely monitor inflation indicators and global economic and financial developments.

In view of realized and expected labor market conditions and inflation, the Committee decided to maintain the target range for the federal funds rate at 3/4 to 1 percent. The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a sustained return to 2 percent inflation.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Committee will carefully monitor actual and expected inflation developments relative to its symmetric inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data.

The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction, and it anticipates doing so until normalization of the level of the federal funds rate is well under way. This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions.

Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; Charles L. Evans; Stanley Fischer; Patrick Harker; Robert S. Kaplan; Neel Kashkari; and Jerome H. Powell.

Implementation Note issued May 3, 2017"
04/11/2017,"April 11, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from February 13 through March 15, 2017.

The minutes are attached.

For media inquiries, call 202-452-2955."
04/05/2017,"April 05, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on March 14-15, 2017. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
March 14-15, 2017: HTML | PDF

For media inquiries, call 202-452-2955"
03/16/2017,"March 16, 2017

For release at 1:00 p.m. EDT                     
                
                

Share

The Federal Reserve Board has approved action on Thursday by the Board of Directors of the Federal Reserve Bank of Minneapolis, increasing the discount rate (the primary credit rate) at the Bank from 1-1/4 percent to 1-1/2 percent, effective immediately."
03/15/2017,"March 15, 2017

For release at 2:00 p.m. EDT                     
                
                

Share

Information received since the Federal Open Market Committee met in February indicates that the labor market has continued to strengthen and that economic activity has continued to expand at a moderate pace. Job gains remained solid and the unemployment rate was little changed in recent months. Household spending has continued to rise moderately while business fixed investment appears to have firmed somewhat. Inflation has increased in recent quarters, moving close to the Committee's 2 percent longer-run objective; excluding energy and food prices, inflation was little changed and continued to run somewhat below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace, labor market conditions will strengthen somewhat further, and inflation will stabilize around 2 percent over the medium term. Near-term risks to the economic outlook appear roughly balanced. The Committee continues to closely monitor inflation indicators and global economic and financial developments.

In view of realized and expected labor market conditions and inflation, the Committee decided to raise the target range for the federal funds rate to 3/4 to 1 percent. The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a sustained return to 2 percent inflation.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Committee will carefully monitor actual and expected inflation developments relative to its symmetric inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data.

The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction, and it anticipates doing so until normalization of the level of the federal funds rate is well under way. This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions.

Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; Charles L. Evans; Stanley Fischer; Patrick Harker; Robert S. Kaplan; Jerome H. Powell; and Daniel K. Tarullo. Voting against the action was Neel Kashkari, who preferred at this meeting to maintain the existing target range for the federal funds rate.

Implementation Note issued March 15, 2017"
03/03/2017,"March 03, 2017

For release at 3:00 p.m. EST                     
                
                

Share

The Federal Reserve on Friday released examples of new charts (sometimes called ""fan charts"") and related materials that illustrate and describe the uncertainty that attends Federal Open Market Committee participants' macroeconomic and interest rate projections.

As indicated in the minutes of the Committee's January-February 2017 meeting, the fan charts will be included in the Summary of Economic Projections (SEP) beginning with the minutes of the March 14-15, 2017, meeting, scheduled for release at 2 p.m. EDT April 5.

The examples and related materials, based on previously published SEP data from September and December 2016, are attached.

For media inquiries, call 202-452-2955.

Accessible Version"
02/28/2017,"February 28, 2017

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from January 23 and February 1, 2017.

The minutes are attached.

For media inquiries, call 202-452-2955."
02/23/2017,"February 23, 2017

For release at 3:30 p.m. EST                     
                
                

Share

On February 23, 2017, the Federal Reserve conducted a floating-rate offering of term deposits through its Term Deposit Facility. The operation offered seven-day term deposits with the rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point.

Following are the results of the operation:



The awarded deposits will settle on February 23, 2017, and will mature on March 2, 2017. The operation effective rate will apply to all awarded deposits.

For media inquiries, call 202-452-2955."
02/22/2017,"February 22, 2017

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on January 31-February 1, 2017.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
January 31-February 1, 2017: HTML | PDF

For media inquiries, call 202-452-2955"
02/16/2017,"February 16, 2017

For release at 10:00 a.m. EST                     
                
                

Share

The Federal Reserve plans to continue its previously announced periodic testing of the Term Deposit Facility (TDF) with one operation in February. These operations are aimed at ensuring the operational readiness of the TDF and providing eligible institutions with an opportunity to maintain familiarity with term deposit procedures. The TDF test operations are a matter of prudent planning and have no implications for the near-term conduct of monetary policy. The Federal Reserve plans to conduct a similar routine TDF test operation each quarter in 2017. The schedule and terms for future test operations will be announced at later dates.

On February 23, 2017, the Federal Reserve will conduct a floating-rate offering of term deposits with an early withdrawal feature through its TDF. The Federal Reserve will offer seven-day term deposits with a rate set equal to the sum of the interest rate paid on excess reserves plus a fixed spread of 1 basis point. The maximum tender amount per institution will be $1,000,000,000. The operation window will be open from 10:30 a.m. EST to 12:30 p.m. EST, and awarded deposits will settle the same day the operation is executed.

Description of Operation and Tender Parameters

Submission of Tender
Participants must submit tenders by accessing the Term Deposit Facility application (https://www.federalreserve.org/arrow/ARROWWeb/home.do) between the opening time and the closing time on the operation date.

All tenders that are complete and compliant with the operation parameters listed above will be automatically awarded in full.

Early Withdrawal
The penalty for obtaining a return of funds prior to the maturity date includes the forfeiture of all interest on the term deposit plus an additional fee of 0.75000 percent at an annual rate applied to the principal over the entire term of the deposit. Requests for early withdrawal must be made between 10:00 a.m. EST and 12:00 p.m. EST.

See the TDF Resource Center for additional details regarding this feature and the terms and conditions for early withdrawal (www.frbservices.org/centralbank/term_deposit_facility.html).

Notification
Participants will be able to view their awards by accessing the Term Deposit Facility application.

Summary operation results will be published on the Board of Governors' website (http://www.federalreserve.gov/monetarypolicy/tdf.htm) at approximately 3:30 p.m. EST on the notification date.

The operation will be conducted as specified in this announcement, Regulation D, and the terms and conditions of the Term Deposit Facility (http://www.frbservices.org/centralbank/term_deposit_facility.html).

Additional information, including the steps that institutions must complete to be eligible to participate in term deposit operations are available at http://www.frbservices.org/centralbank/term_deposit_facility.html.

For media inquiries, call 202-452-2955."
02/01/2017,"February 01, 2017

For release at 2:00 p.m. EST                     
                
                

Share

Information received since the Federal Open Market Committee met in December indicates that the labor market has continued to strengthen and that economic activity has continued to expand at a moderate pace. Job gains remained solid and the unemployment rate stayed near its recent low. Household spending has continued to rise moderately while business fixed investment has remained soft. Measures of consumer and business sentiment have improved of late. Inflation increased in recent quarters but is still below the Committee's 2 percent longer-run objective. Market-based measures of inflation compensation remain low; most survey-based measures of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace, labor market conditions will strengthen somewhat further, and inflation will rise to 2 percent over the medium term. Near-term risks to the economic outlook appear roughly balanced. The Committee continues to closely monitor inflation indicators and global economic and financial developments.

In view of realized and expected labor market conditions and inflation, the Committee decided to maintain the target range for the federal funds rate at 1/2 to 3/4 percent. The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a return to 2 percent inflation.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal. The Committee expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate; the federal funds rate is likely to remain, for some time, below levels that are expected to prevail in the longer run. However, the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data.

The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction, and it anticipates doing so until normalization of the level of the federal funds rate is well under way. This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions.

Voting for the FOMC monetary policy action were: Janet L. Yellen, Chair; William C. Dudley, Vice Chairman; Lael Brainard; Charles L. Evans; Stanley Fischer; Patrick Harker; Robert S. Kaplan; Neel Kashkari; Jerome H. Powell; and Daniel K. Tarullo.

Implementation Note issued February 1, 2017

"
01/10/2017,"January 10, 2017

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meetings from November 14 through December 14, 2016.

The minutes are attached.

For media inquiries, call 202-452-2955."
01/04/2017,"January 04, 2017

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Wednesday released the attached minutes of the Committee meeting held on December 13-14, 2016. A summary of economic projections made by Federal Reserve Board members and Reserve Bank presidents for the meeting is also included as an addendum to these minutes.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes and in the Summary of Economic Projections are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's website at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
December 13-14, 2016: HTML | PDF

For media inquiries, call 202-452-2955"
12/20/2018,"December 20, 2018

For release at 4:45 p.m. EST                     
                
                

Share

The Federal Reserve Board has approved actions on Thursday by the Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, St. Louis, Minneapolis, and Dallas, increasing the discount rate (the primary credit rate) at the Banks from 2-3/4 percent to 3 percent, effective immediately.

For media inquiries, call (202) 452-2955"
12/19/2018,"December 19, 2018

For release at 2:00 p.m. EST                     
                
                

Share

Information received since the Federal Open Market Committee met in November indicates that the labor market has continued to strengthen and that economic activity has been rising at a strong rate. Job gains have been strong, on average, in recent months, and the unemployment rate has remained low. Household spending has continued to grow strongly, while growth of business fixed investment has moderated from its rapid pace earlier in the year. On a 12-month basis, both overall inflation and inflation for items other than food and energy remain near 2 percent. Indicators of longer-term inflation expectations are little changed, on balance.

Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee judges that some further gradual increases in the target range for the federal funds rate will be consistent with sustained expansion of economic activity, strong labor market conditions, and inflation near the Committee's symmetric 2 percent objective over the medium term. The Committee judges that risks to the economic outlook are roughly balanced, but will continue to monitor global economic and financial developments and assess their implications for the economic outlook.

In view of realized and expected labor market conditions and inflation, the Committee decided to raise the target range for the federal funds rate to 2-1/4 to 2â1/2 percent.

In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.

Voting for the FOMC monetary policy action were: Jerome H. Powell, Chairman; John C. Williams, Vice Chairman; Thomas I. Barkin; Raphael W. Bostic; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Mary C. Daly; Loretta J. Mester; and Randal K. Quarles.

Implementation Note issued December 19, 2018"
12/04/2018,"December 04, 2018

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board on Tuesday released the minutes of its interest rate meeting on November 8, 2018.

The minutes are attached.

For media inquiries, call 202-452-2955."
11/29/2018,"November 29, 2018

For release at 2:00 p.m. EST                     
                
                

Share

The Federal Reserve Board and the Federal Open Market Committee on Thursday released the attached minutes of the Committee meeting held on November 7-8, 2018.

The minutes for each regularly scheduled meeting of the Committee ordinarily are made available three weeks after the day of the policy decision and subsequently are published in the Board's Annual Report. The descriptions of economic and financial conditions contained in these minutes are based solely on the information that was available to the Committee at the time of the meeting.

FOMC minutes can be viewed on the Board's web site at http://www.federalreserve.gov/monetarypolicy/fomccalendars.htm

Minutes of the Federal Open Market Committee
November 7-8, 2018: HTML | PDF

For media inquiries, call 202-452-2955"
